Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Order Status,Shipment Status,Ship Date,Shipping Option,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.ca,702-5399909-4461061,2024-07-05T02:34:14Z,Not Applicable,CAD,14.98,1.95,0,0,16.93,14.98,1.95,B0CGM9XYM8,New,1,Closed,Shipped,2024-07-05T08:15:02Z,next-ca,AMZN_CA(TBC122753894009),Lash Extension Kit 20D+40D Lash Clusters Kit Lash Bond and Seal Waterproof DIY Lash Extension Kit Lash Tweezers Eyelash Extension Kit (Set 20D/40D-0.07D-9-16Mix),Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-4628806-6596243,2024-06-19T04:31:28Z,Not Applicable,CAD,26.84,3.49,0,0,30.33,32.83,4.27,B08KT5KYJ1,New,1,Closed,Shipped,2024-06-20T03:36:48Z,next-ca,AMZN_CA(TBC107055641009),Shea Better 24H Moisture Body Lotion Jasmine Peach,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-4628806-6596243,2024-06-19T04:31:28Z,Not Applicable,CAD,5.99,0.78,0,0,6.77,32.83,4.27,B0BBSR6KKC,New,1,Closed,Shipped,2024-06-20T03:36:48Z,next-ca,AMZN_CA(TBC107055641009),"COVERGIRL - Clean Fresh Yummy Gloss - infused with Hyaluronic Acid and naturally-derived Antioxidants, for instant hydration, clean, vegan and gluten-free - Let's Get Fizzical - 100",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-0222140-3299460,2024-06-19T00:48:05Z,Not Applicable,CAD,27.99,3.64,0,0,31.63,41.98,5.46,B07DS29MY4,New,1,Closed,Shipped,2024-06-19T06:25:24Z,next-ca,AMZN_CA(TBC106604880009),"VENO 2 Pack Insulated Reusable Grocery Bag, Food Delivery Bag, Durable, Heavy Duty, Large Size, Stands Upright, Collapsible, Sturdy Zipper, Reusable and Sustainable (Black, 2 Pack)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-0222140-3299460,2024-06-19T00:48:05Z,Not Applicable,CAD,13.99,1.82,0,0,15.81,41.98,5.46,B0CNQDVN7W,New,1,Closed,Shipped,2024-06-19T06:25:24Z,next-ca,AMZN_CA(TBC106604880009),Bioré UV Aqua Rich Weightless Moisturizer with SPF 30 | Dermatologist Tested Face Cream with Invisible UV Protection | 50mL,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6236881-0291413,2024-06-09T03:57:49Z,Not Applicable,CAD,25.99,3.38,0,0,29.37,25.99,3.38,B006FJLLHG,New,1,Closed,Shipped,2024-06-09T22:09:21Z,second-ca,AMZN_CA(TBC096559576009),"Camille Rose Naturals Almond Jai Twisting Butter, 8 Ounce",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-7845168-0330623,2024-06-09T03:57:49Z,Not Applicable,CAD,11.99,1.56,0,0,13.55,51.44,6.69,B0C98JHB51,New,1,Closed,Shipped,2024-06-09T08:20:47Z,next-ca,AMZN_CA(TBC096536621009),"24PCS Press on Nails Long Coffin Shape Designs Acrylic Nails,Fake False Nails with Nail Glue for Women Girls Stick on Nails (Nude Gradient-31)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-7845168-0330623,2024-06-09T03:57:49Z,Not Applicable,CAD,16.99,2.21,0,0,19.2,51.44,6.69,B01I70RA8E,New,1,Closed,Shipped,2024-06-09T08:20:47Z,next-ca,AMZN_CA(TBC096536621009),"NYK1 Super Strong Nail Glue For Press On Nails, Nail Tips And Acrylic Nails (8ml) Nail Bond Brush On Nail Glue For Acrylics Glue On Nails And Fake Nails With Glue Brush for Stick On Nails Tips",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-7845168-0330623,2024-06-09T03:57:49Z,Not Applicable,CAD,9.99,1.3,0,0,11.29,51.44,6.69,B0BXR7F2MM,New,1,Closed,Shipped,2024-06-09T08:20:47Z,next-ca,AMZN_CA(TBC096536621009),"KXAMELIE Red Press on Nails Medium Coffin Nails Press on Square Nails for Women,Red Fake Nails for Girls Solid Color Glue on Nails Medium Long Acrylic Nails Set False Nails in 24 PCS",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-7845168-0330623,2024-06-09T03:57:49Z,Not Applicable,CAD,12.47,1.62,0,0,14.09,51.44,6.69,B0BWZ256JR,New,1,Closed,Shipped,2024-06-09T08:20:47Z,next-ca,AMZN_CA(TBC096536621009),KISS Gel Fantasy Sculpted False Nails - Countless Times - 28 Nails,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-0086072-5559418,2024-06-01T05:27:46Z,Not Applicable,CAD,25.99,3.38,0,0,29.37,25.99,3.38,B09QPVDDW4,New,1,Closed,Shipped,2024-06-02T00:58:53Z,next-ca,AMZN_CA(TBC088321646009),"we fleece 3 Pack Biker Shorts for Women-8""/5"" High Waisted Workout Running Athletic Yoga Gym Womens Short Pants",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1934704-2669052,2024-05-16T02:07:40Z,Not Applicable,CAD,14.99,1.95,0,0,16.94,72.97,9.44,B09V3C98LC,New,1,Closed,Shipped,2024-05-16T08:23:06Z,next-ca,AMZN_CA(TBC071818017009),"Organic Ashwagandha With Black Pepper For Improved Absorption. Resistant To Stress, Increases Energy Levels & Supports Memory Enhancement - 650MG Ashwagandha Per Capsule - 60 Capsules",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1934704-2669052,2024-05-16T02:07:40Z,Not Applicable,CAD,6.99,0.91,0,0,7.9,6.99,0.91,B0BPX7XKQ6,New,1,Closed,Shipped,2024-05-16T08:26:19Z,next-ca,AMZN_CA(TBC071870762009),"104pcs Double Sided Body Tape for Clothes and Dress, Transparent Tit Tape, Tape for Fashion with Long Strips and Fan-Shaped Strips. Ideal for All Fabric Types and Sensitive Skin, Superior Adhesion",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1934704-2669052,2024-05-16T02:07:40Z,Not Applicable,CAD,20,2.55,0,'-0.4',22.15,72.97,9.44,B0BDW35KG3,New,1,Closed,Shipped,2024-05-16T08:23:06Z,next-ca,AMZN_CA(TBC071818017009),Airspun Loose Powder Naturally Neutral 2pk,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1934704-2669052,2024-05-16T02:07:40Z,Not Applicable,CAD,8.98,1.17,0,0,10.15,72.97,9.44,B0052Z82WQ,New,1,Closed,Shipped,2024-05-16T08:23:06Z,next-ca,AMZN_CA(TBC071818017009),"Rimmel London - Brow This Way Professional Pencil, stunning natural look, 2 in 1 brush & pencil, 100% Cruelty-Free, Black Brown - 004 (Carded)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1934704-2669052,2024-05-16T02:07:40Z,Not Applicable,CAD,29,3.77,0,0,32.77,72.97,9.44,B072K8MGPG,New,1,Closed,Shipped,2024-05-16T08:23:06Z,next-ca,AMZN_CA(TBC071818017009),Gummy Fonex Professional Ultra Hold Hair Styling Wax 150ml (Pack of 2),Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-7842914-0701049,2024-05-03T00:46:37Z,Not Applicable,CAD,19.99,2.6,0,0,22.59,19.99,2.6,B09CVWXH8N,New,1,Closed,Shipped,2024-05-03T07:55:16Z,next-ca,AMZN_CA(TBC058339055009),"VPLONG 4Pack Spin Mop Heads Replacements for O Cedar Spin Mop, Easy Cleaning Spin Mop Refills Microfiber Mop Heads, 360Degree Easy Wring Dust Mop Head Replacement for Floor Cleaning, Triangle Shape",Not Available,Not Available,Not Available,Authenticity_2D=AZ:R6CPSGJH1JA7NEYF6AXQDM37GY
Amazon.ca,702-3681262-3257026,2024-05-01T20:38:37.103Z,Not Applicable,CAD,19.99,0,0,0,0,Not Available,Not Available,B09CVWXH8N,New,0,Cancelled,Not Available,Not Available,next-ca,Not Available,"VPLONG 4Pack Spin Mop Heads Replacements for O Cedar Spin Mop, Easy Cleaning Spin Mop Refills Microfiber Mop Heads, 360Degree Easy Wring Dust Mop Head Replacement for Floor Cleaning, Triangle Shape",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-4742525-2144268,2024-04-30T16:33:42Z,Not Applicable,CAD,20.8,2.7,0,0,23.5,20.8,2.7,B07CBLC778,New,1,Closed,Shipped,2024-05-02T10:18:48Z,next-ca,AMZN_CA(TBC057403928009),"Jones NY Women's Silky Touch 38 Sleeveless Anti-Cling Full Slip, Black XL",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1880711-0589040,2024-04-29T20:03:07.985Z,Not Applicable,CAD,20.65,0,0,0,0,Not Available,Not Available,B07BZ2M575,New,0,Cancelled,Not Available,Not Available,second-ca,Not Available,"Jones New York Women's Silky Touch 38 Spaghetti Strap Anti-Cling Full Slip W/Lace, Black, X-Large",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-3542145-6479406,2024-04-29T20:03:07.985Z,Not Applicable,CAD,20.8,0,0,0,0,Not Available,Not Available,B07CBLC778,New,0,Cancelled,Not Available,Not Available,next-ca,Not Available,"Jones NY Women's Silky Touch 38 Sleeveless Anti-Cling Full Slip, Black XL",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1780120-5309011,2024-04-27T23:09:46Z,Not Applicable,CAD,5.77,0.75,0,0,6.52,17.66,2.3,B08PJK943X,New,1,Closed,Shipped,2024-04-28T07:50:22Z,next-ca,AMZN_CA(TBC052748129009),"hello Kids Fluoride Toothpaste, Vegan and Sls Free, Unicorn Sparkle, Natural Bubble Gum, 88 mL",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-1780120-5309011,2024-04-27T23:09:46Z,Not Applicable,CAD,11.89,1.55,0,0,13.44,17.66,2.3,B095SMJ6TD,New,1,Closed,Shipped,2024-04-28T07:50:22Z,next-ca,AMZN_CA(TBC052748129009),"Replacement Toothbrush Heads for Oral B Braun Electric Toothbrush- 8 Pk of Kids Colorful Brush Heads Compatible With Oralb- Soft Bristles, Small Heads, Fits Pro 1000, Triumph, Clean, Kids, Cross+ More",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-2929467-1085064,2024-04-22T21:15:46Z,Not Applicable,CAD,10.99,1.43,0,0,12.42,10.99,1.43,B07WV4BFCP,New,1,Closed,Shipped,2024-04-23T07:48:36Z,next-ca,AMZN_CA(TBC047795181009),"Meat Thermometers, DOQAUS Instant Read Food Thermometers for Cooking, Digital Kitchen Thermometer Probe with Backlight & Reversible Display, Cooking Temperature Thermometers for Turkey Grill BBQ Oven",Not Available,Not Available,Not Available,Authenticity_2D=AZ:59EMYDDM78ECNAEIKC5IMW4QY4
Amazon.ca,702-1919328-7408222,2024-04-22T21:03:53Z,Not Applicable,CAD,36.99,4.81,0,0,41.8,36.99,4.81,B07LC387ZB,New,1,Closed,Shipped,2024-04-23T14:17:05Z,second-ca,AMZN_CA(TBC047723452009),Colibri Butane 300millilitre (3-Pack) BHO Dry Vacuum Purge 5X Refined,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2283627-4911406,2024-04-18T04:58:29Z,Not Applicable,CAD,12.78,1.66,0,0,14.44,36.76,1.66,B096T4R8ZL,New,1,Closed,Shipped,2024-04-18T17:15:04Z,same-ca,AMZN_CA(TBC042988337009),KitchenAid Masher,Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2283627-4911406,2024-04-18T04:58:29Z,Not Applicable,CAD,11.99,0,0,0,23.98,36.76,1.66,B004GFO3RG,New,2,Closed,Shipped,2024-04-18T17:15:04Z,same-ca,AMZN_CA(TBC042988337009),"Billy Bee Honey, Organic Pure Natural Honey, Liquid Amber, Upside-down Squeeze, 375g (Pack of 1)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,701-2688507-4075439,2024-04-18T04:58:29Z,Not Applicable,CAD,37.88,0,0,0,37.88,37.88,0,B0BKR594FG,New,1,Closed,Shipped,2024-04-19T00:54:31Z,std-intl-us-ca-fba,AMZN_CA(TBC043262768009),"KooK Porcelain Pasta Bowl Set, For Soups and Salads, Serving Bowls, Large Capacity, Microwave & Dishwasher Safe, Set of 4, 40 oz (Ocean Blue)",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-4337725-0431440,2024-04-17T02:23:20Z,Not Applicable,CAD,23.47,3.05,0,0,26.52,23.47,3.05,B098BPBGKN,New,1,Closed,Shipped,2024-04-17T05:55:30Z,next-ca,AMZN_CA(TBC041751132009),"[200 Count] Nitrile Disposable Gloves - 4 mil. | Latex Free and Rubber Free | Non-Sterile Powder Free, Saftey Work Gloves - Small",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-3783323-9611403,2024-04-11T20:50:26Z,Not Applicable,CAD,13.73,1.78,0,0,15.51,27.72,3.6,B01EYJM1WC,New,1,Closed,Shipped,2024-04-12T04:36:05Z,next-ca,AMZN_CA(TBC036460850009),"Anolon SureGrip Stainless Steel Meat Fork/Kitchen Tool, 13.25 Inch, Gray,46288",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-3783323-9611403,2024-04-11T20:50:26Z,Not Applicable,CAD,13.99,1.82,0,0,15.81,27.72,3.6,B0CNQDVN7W,New,1,Closed,Shipped,2024-04-12T04:36:05Z,next-ca,AMZN_CA(TBC036460850009),Bioré UV Aqua Rich Weightless Moisturizer with SPF 30 | Dermatologist Tested Face Cream with Invisible UV Protection | 50mL,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-2738445-7004265,2024-04-11T03:37:30.112Z,Not Applicable,CAD,14.97,0,0,0,0,Not Available,Not Available,B0CNQDVN7W,New,0,Cancelled,Not Available,Not Available,next-ca,Not Available,Bioré UV Aqua Rich Weightless Moisturizer with SPF 30 | Dermatologist Tested Face Cream with Invisible UV Protection | 50mL,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6195790-3225809,2024-04-11T02:22:29Z,Not Applicable,CAD,11.98,1.56,0,0,13.54,11.98,1.56,B0BFQRRYWC,New,1,Closed,Shipped,2024-04-11T08:26:48Z,next-ca,AMZN_CA(TBC035594407009),"Eyebrow Pomade Brow Gel Pomade,Long Lasting Waterproof and Enhancers Eyebrow Soft Smooth,Eyebrow Makeup Gel with Eyebrow Brush for Girls and Women-Dark Brown",Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-2403945-0160257,2024-04-11T02:22:29Z,Not Applicable,CAD,24.98,0,0,0,24.98,24.98,0,1933185813,New,1,Closed,Shipped,2024-04-12T06:50:54Z,std-intl-us-ca-fba,AMZN_CA(TBC036524263009),Girls with Swords Fencing Manual Workbook,Not Available,Not Available,Not Available,Not Available
Amazon.ca,702-6195790-3225809,2024-04-11T02:22:29Z,Not Applicable,CAD,40,5.2,0,0,45.2,40,5.2,B07CMFYLBX,New,1,Closed,Shipped,2024-04-11T06:00:08Z,next-ca,AMZN_CA(TBC035580988009),Sacha BUTTERCUP NO COLOR Powder. No White Cast or Photo Flashback. Does not Cake or Settle into Creases. Loose Powder Controls Shine All Day. Invisible on all Skin Tones. 1.25 oz,Not Available,Not Available,Not Available,Not Available
